0.0,2130.0,1306.0,1310.0,944.0,493.0,411.0,180.0,767.0,504.0,217.0,476.0,316.0,579.0,422.0,568.0,611.0,1805.0,165.0,863.0,1531.0,504.0,747.0,118.0
2139.0,0.0,1357.0,3421.0,1185.0,2605.0,2224.0,2332.0,2854.0,2615.0,2061.0,2530.0,2347.0,2665.0,1856.0,2157.0,2722.0,3916.0,2211.0,1405.0,702.0,2601.0,2858.0,2027.0
1328.0,1356.0,0.0,2510.0,1139.0,1694.0,1313.0,1422.0,1944.0,1704.0,1151.0,1619.0,1437.0,1755.0,946.0,1507.0,1812.0,3006.0,1400.0,495.0,762.0,1732.0,1948.0,1216.0
1322.0,3427.0,2503.0,0.0,2268.0,844.0,1567.0,1185.0,1006.0,859.0,1377.0,905.0,1134.0,881.0,1582.0,1499.0,724.0,825.0,1244.0,2061.0,2728.0,1227.0,658.0,1428.0
947.0,1182.0,1117.0,2259.0,0.0,1442.0,1360.0,1129.0,1716.0,1453.0,1166.0,1424.0,1265.0,1528.0,1088.0,808.0,1560.0,2754.0,1019.0,1081.0,893.0,1087.0,1696.0,835.0
495.0,2600.0,1677.0,830.0,1440.0,0.0,741.0,358.0,276.0,90.5,550.0,64.4,308.0,86.9,755.0,909.0,131.0,1325.0,417.0,1234.0,1902.0,684.0,298.0,601.0
413.0,2216.0,1292.0,1551.0,1358.0,735.0,0.0,466.0,985.0,745.0,194.0,660.0,477.0,796.0,371.0,982.0,852.0,2046.0,522.0,850.0,1517.0,860.0,988.0,532.0
177.0,2322.0,1399.0,1170.0,1122.0,354.0,466.0,0.0,628.0,364.0,272.0,336.0,177.0,439.0,477.0,679.0,472.0,1666.0,187.0,956.0,1623.0,503.0,608.0,296.0
764.0,2847.0,1923.0,989.0,1710.0,275.0,987.0,627.0,0.0,365.0,797.0,324.0,554.0,187.0,1002.0,1178.0,279.0,1484.0,686.0,1481.0,2148.0,1002.0,456.0,871.0
502.0,2607.0,1683.0,843.0,1448.0,92.2,747.0,365.0,368.0,0.0,557.0,153.0,314.0,180.0,762.0,916.0,144.0,1338.0,424.0,1241.0,1908.0,613.0,280.0,609.0
220.0,2053.0,1130.0,1362.0,1166.0,546.0,194.0,274.0,796.0,556.0,0.0,471.0,289.0,607.0,208.0,789.0,663.0,1858.0,330.0,687.0,1355.0,668.0,799.0,340.0
473.0,2522.0,1599.0,890.0,1419.0,64.6,663.0,336.0,324.0,152.0,472.0,0.0,230.0,135.0,677.0,887.0,191.0,1385.0,395.0,1156.0,1824.0,711.0,357.0,580.0
313.0,2338.0,1414.0,1124.0,1258.0,308.0,478.0,176.0,558.0,318.0,288.0,233.0,0.0,369.0,493.0,826.0,426.0,1620.0,334.0,972.0,1639.0,650.0,562.0,432.0
576.0,2659.0,1735.0,865.0,1522.0,87.3,799.0,439.0,187.0,177.0,609.0,136.0,366.0,0.0,814.0,990.0,156.0,1361.0,498.0,1293.0,1960.0,814.0,333.0,682.0
421.0,1849.0,925.0,1563.0,1087.0,747.0,367.0,475.0,997.0,757.0,204.0,673.0,490.0,808.0,0.0,991.0,865.0,2059.0,531.0,482.0,1150.0,869.0,1001.0,541.0
572.0,2153.0,1482.0,1488.0,802.0,906.0,985.0,682.0,1180.0,917.0,791.0,889.0,829.0,991.0,1047.0,0.0,1024.0,1983.0,514.0,1040.0,1707.0,285.0,975.0,464.0
608.0,2713.0,1789.0,707.0,1553.0,129.0,853.0,471.0,280.0,145.0,663.0,191.0,420.0,155.0,868.0,1022.0,0.0,1202.0,530.0,1347.0,2014.0,682.0,175.0,714.0
1811.0,3916.0,2992.0,819.0,2757.0,1333.0,2056.0,1674.0,1494.0,1348.0,1866.0,1394.0,1623.0,1370.0,2071.0,1988.0,1213.0,0.0,1733.0,2550.0,3217.0,1715.0,1147.0,1917.0
165.0,2202.0,1378.0,1230.0,1016.0,413.0,522.0,189.0,687.0,423.0,328.0,396.0,336.0,498.0,533.0,513.0,531.0,1725.0,0.0,935.0,1603.0,337.0,667.0,190.0
866.0,1398.0,475.0,2049.0,1082.0,1233.0,852.0,960.0,1482.0,1243.0,690.0,1158.0,975.0,1294.0,485.0,1046.0,1350.0,2544.0,938.0,0.0,700.0,1270.0,1486.0,754.0
1532.0,695.0,741.0,2715.0,890.0,1899.0,1518.0,1626.0,2148.0,1909.0,1355.0,1824.0,1641.0,1960.0,1151.0,1712.0,2016.0,3210.0,1604.0,699.0,0.0,1936.0,2152.0,1420.0
501.0,2597.0,1706.0,1215.0,1082.0,686.0,858.0,503.0,1001.0,614.0,665.0,710.0,650.0,812.0,869.0,286.0,688.0,1710.0,335.0,1264.0,1931.0,0.0,703.0,518.0
741.0,2846.0,1922.0,646.0,1686.0,294.0,986.0,604.0,456.0,277.0,796.0,355.0,553.0,331.0,1000.0,976.0,174.0,1141.0,663.0,1479.0,2147.0,704.0,0.0,847.0
121.0,2018.0,1193.0,1433.0,832.0,616.0,534.0,303.0,890.0,627.0,340.0,599.0,439.0,702.0,545.0,460.0,734.0,1928.0,193.0,751.0,1418.0,525.0,870.0,0.0
